Name,Location,Latitude,Longitude,CI_cyano(CyAN),CI_cyano(S3),CI_cyano(PACE)
pin_58,Green Bay,44.581888,-87.926774,0.00955,0.008697515,0.009075526
pin_59,Green Bay,44.569538,-87.939124,0.010928823,0.010528223,0.010833093
pin_60,Green Bay,44.557188,-87.939124,0.013560802,0.013574518,0.011150463
pin_61,Green Bay,44.557188,-87.951474,0.015518702,0.015098772,0.015236609
pin_62,Green Bay,44.544838,-87.963824,0.018244812,0.016221298,0.016840605
pin_63,Green Bay,44.544838,-87.939124,0.017759282,0.017311549,0.01258825
pin_64,Green Bay,44.557188,-87.926774,0.01250672,0.011774158,0.011150463
pin_65,Green Bay,44.569538,-87.914424,0.011227611,0.011205314,0.00982754
pin_67,Green Bay,44.618937,-87.865025,0.00486579,0.00512108,0.006448891
pin_68,Green Bay,44.631287,-87.852675,0.005135483,0.005073538,0.005033775
pin_69,Green Bay,44.643637,-87.840325,0.004487572,0.004819175,0.00463947
pin_70,Green Bay,44.655987,-87.827975,0.004138752,0.004861035,0.004533622
pin_71,Green Bay,44.680687,-87.815626,0.002761592,0.00298199,0.002987039
pin_72,Green Bay,44.668337,-87.914424,0.007098218,0.006609491,0.007215379
pin_73,Green Bay,44.655987,-87.926774,0.005876943,0.005946092,0.008326505
pin_74,Green Bay,44.655987,-87.939124,0.005275885,0.005104728,0.006183669
pin_75,Green Bay,44.680687,-87.926774,0.003246709,0.004635847,0.004982981
pin_76,Green Bay,44.680687,-87.914424,0.004736301,0.004458032,0.004982981
pin_77,Green Bay,44.618937,-87.988524,0.005876943,0.005257408,0.005801275
pin_79,Green Bay,44.594238,-88.000873,0.007696469,0.006537501,0.007976201
pin_80,Green Bay,44.631287,-87.988524,0.004251904,0.004685166,0.00360716
pin_81,Green Bay,44.655987,-87.988524,0.003715466,0.005423943,0.005372263
pin_82,Green Bay,44.680687,-87.963824,0.002761592,0.002864542,0.002155878
pin_83,Green Bay,44.693036,-87.963824,0.002994342,0.002457271,0.001938213
pin_84,Green Bay,44.693036,-87.939124,0.003076206,0.002974931,0.001570534
pin_85,Green Bay,44.705386,-87.963824,0.002994342,0.002194206,0.001870159
pin_86,Green Bay,44.705386,-87.914424,0.002994342,0.002403256,0.003145601
pin_87,Green Bay,44.557188,-88.013223,0.013199923,0.012765679,0.013929787
pin_88,Green Bay,44.557188,-88.025573,0.010079325,0.010332542,0.013929787
pin_89,Green Bay,44.655987,-87.815626,0.002688101,0.003531741,0.003084288
pin_90,Green Bay,44.618937,-87.963824,0.002348959,0.004306132,0.004933857
pin_91,Green Bay,44.606587,-87.889725,0.005568311,0.005964539,0.006176732
pin_92,Green Bay,44.631287,-87.865025,0.004998818,0.005219298,0.005331059
pin_93,Green Bay,44.643637,-87.976174,0.002994342,0.00264347,0.003266307
pin_1,Lake Clear,39.066279,-122.898196,0.003246709,0.002886877,0.003604455
pin_2,Lake Clear,39.079147,-122.885329,0.003817047,0.003430195,0.003748007
pin_3,Lake Clear,39.092015,-122.872461,0.002688101,0.002238664,0.003172365
pin_4,Lake Clear,39.104882,-122.859593,0.003426663,0.003124611,0.004121896
pin_5,Lake Clear,39.053412,-122.898196,0.002688101,0.002484037,0.003224268
pin_6,Lake Clear,39.066279,-122.885329,0.003426663,0.003123534,0.003604455
pin_7,Lake Clear,39.079147,-122.872461,0.003520346,0.003256415,0.003748007
pin_8,Lake Clear,39.092015,-122.859593,0.002914657,0.002714658,0.003172365
pin_9,Lake Clear,39.053412,-122.885329,0.00361659,0.003261486,0.003708701
pin_10,Lake Clear,39.066279,-122.872461,0.00361659,0.003367799,0.003817755
pin_11,Lake Clear,39.079147,-122.859593,0.003335472,0.002783179,0.003431405
pin_12,Lake Clear,39.092015,-122.846725,0.002837092,0.002541813,0.003292328
pin_13,Lake Clear,39.040544,-122.885329,0.002994342,0.002752806,0.003590594
pin_14,Lake Clear,39.053412,-122.872461,0.003921403,0.003590976,0.003995193
pin_15,Lake Clear,39.066279,-122.859593,0.003817047,0.00359821,0.003905892
pin_16,Lake Clear,39.079147,-122.846725,0.003076206,0.002638248,0.003353917
pin_17,Lake Clear,39.092015,-122.833858,0.002914657,0.003175324,0.00364815
pin_18,Lake Clear,39.040544,-122.872461,0.003160308,0.00309419,0.003907514
pin_19,Lake Clear,39.053412,-122.859593,0.003246709,0.002933094,0.003634366
pin_20,Lake Clear,39.066279,-122.846725,0.00361659,0.00309536,0.003982679
pin_21,Lake Clear,39.079147,-122.833858,0.004028612,0.003627955,0.003857129
pin_22,Lake Clear,39.040544,-122.859593,0.003246709,0.003002528,0.004081429
pin_23,Lake Clear,39.053412,-122.846725,0.003335472,0.003097744,0.00343442
pin_24,Lake Clear,39.066279,-122.833858,0.003817047,0.00337586,0.003905402
pin_25,Lake Clear,39.053412,-122.833858,0.003520346,0.003248102,0.00343442
pin_26,Lake Clear,39.079147,-122.898196,0.003817047,0.00373904,0.00445917
pin_28,Lake Clear,39.053412,-122.82099,0.003426663,0.00323179,0.00385075
pin_29,Lake Clear,39.040544,-122.82099,0.003520346,0.003169485,0.004378571
pin_30,Lake Clear,39.040544,-122.808122,0.00361659,0.003122547,0.004592506
pin_31,Lake Clear,39.027676,-122.795255,0.005420127,0.00467055,0.006202423
pin_32,Lake Clear,39.027676,-122.782387,0.004998818,0.004699816,0.005410388
pin_33,Lake Clear,39.014809,-122.782387,0.005568311,0.005352764,0.006285737
pin_34,Lake Clear,39.014809,-122.795255,0.005568311,0.005272223,0.006515841
pin_35,Lake Clear,39.027676,-122.82099,0.004138752,0.004221839,0.004982851
pin_36,Lake Clear,39.027676,-122.808122,0.004736301,0.004483982,0.004982851
pin_37,Lake Clear,39.040544,-122.846725,0.003335472,0.002803166,0.004081429
pin_38,Lake Clear,39.040544,-122.833858,0.002914657,0.00266624,0.003149693
pin_39,Lake Clear,39.066279,-122.82099,0.003715466,0.003276466,0.003905402
pin_40,Lake Clear,39.066279,-122.808122,0.004251904,0.004152373,0.00443874
pin_41,Lake Clear,39.053412,-122.808122,0.003921403,0.003638093,0.004515803
pin_42,Lake Clear,39.079147,-122.82099,0.004487572,0.004104084,0.004789259
pin_43,Lake Clear,39.079147,-122.808122,0.004736301,0.004403236,0.004789259
pin_45,Lake Clear,39.001941,-122.743784,0.005720546,0.005516177,0.00670505
pin_46,Lake Clear,38.989073,-122.730916,0.007906886,0.007686574,0.006997392
pin_47,Lake Clear,38.976206,-122.718049,0.014703726,0.012013187,0.011710295
pin_48,Lake Clear,38.963338,-122.692313,0.020878987,0.01992937,0.019342123
pin_49,Lake Clear,38.963338,-122.679446,0.025907254,0.025279677,0.019342123
pin_50,Lake Clear,38.95047,-122.679446,0.021449808,0.020958919,0.01763257
